year,state,state_name,summary,duration_seconds
2018,NY,New York,"In Prospect Park, my wife and I saw a sphere like object slowly move across the sky. It was stationary for long periods in the sky as w",1500
2018,OK,Oklahoma,Spherical red light moving through the night sky. It came from the north and moved south. Lost sight of it after 3 minutes. The light w,180
2018,NJ,New Jersey,High altitude drifting and stopping white dot against blue sky strobes briefly before disappearing from soght,900
2018,NY,New York,"Orange sphere flying in an ""S"" pattern in Western NY.",600
2018,IL,Illinois,"Three UFO'S slowly and silently floating over my house in Chicago.  Two bright red, one white 07/04/2018.",60
2018,MN,Minnesota,Black half sphere with wagon wheel shaped light pattern visible when directly over head.  ((anonymous report)),180
2018,FL,Florida,"Red glowing shere in Stuart, FL 4th of July 9:07PM.",120
2018,KY,Kentucky,Black sphere shaped object that did not navigate.( stayed still).,720
2018,CT,Connecticut,Reddish ball of steady light passing overhead.,900
2018,FL,Florida,Orange ball of light not moving for more than 20 minutes.  ((NUFORC Note:  Possibly a sighting of a planet?  Mars?  PD)),1200
2018,ND,North Dakota,I observed a small sphere hover than fly away from me.,180
2018,MT,Montana,Translucent object floating in opposite direction of clouds.,172800
2018,MT,Montana,Golden Sphere with eye like feature. ((anonymous report)),86400
2018,WA,Washington,Sky lit up orange then a orange sphere descend stopped for 45 seconds then descended out of sight then 5 minutes later and orange spher,1200
2018,MO,Missouri,"A white (very bright sphere approached on the south side of highway at high speed, horizontal & parallel to highway.)",5
2018,CA,California,"Observed a white circular 3-D sphere floating silently along at what I thought to be about 35,-40'k (higher?).  ((anonymous report))",5
2018,PA,Pennsylvania,Silver sphere seen going in and out of clouds.,300
2018,NJ,New Jersey,Silver mettalic sphere tumbling/spinning and moving at steady state speed.,10
2018,PA,Pennsylvania,Turning off rt 82 to ohio street and seen a red sphere hovering over the factories then dropped straight down and dissapeared no sound,300
2018,NV,Nevada,"I saw a Spherical, metallic object hovering one or two thousand feet up in Reno, NV.",180
2018,OH,Ohio,My fiance and I looked out over the trees Northwest from our house and saw a bright whitish gold light floating up over the trees. It t,60
2018,SC,South Carolina,"Five-seven orange spheres in night sky above Atlantic ocean, facing directly east. No noise associated the apparitions. Seen by two a",15
2018,WA,Washington,Two objects flying erratically. invisible to the naked eye but showed up on my camera phone.,120
2018,CA,California,White sphere travels slowly and then reverses direction.  ((anonymous report)),5
2018,OK,Oklahoma,"Brilliant sphere shaped object traveling very fast, headed from the east to the northwest.",240
2018,TX,Texas,A silver daylight sphere was crossing east to west right in front of me.  Seemed to have cloaked on the photos. ((anonymous report)),25
2018,OH,Ohio,"Shiny, white ball flying next to our plane.",60
2018,CA,California,THE SCENE TAKES PLACE IN LOS ANGELES AT 1.00AM. I SEE A UFO WITH THE SHAPE OF A SPHERE.  ((anonymous report)),10
2018,MA,Massachusetts,Black sphere turned mirror like color with some kinda a shield or bubble around it disappeared an came back continually from black to m,600
2018,MO,Missouri,"We saw 1 extremely fast moving object that we thought was a satellite, but it was moving about 4 or 5 times faster than normal. We then",900
2018,MA,Massachusetts,Bright sphere appeared over Annisquam River and pulsed many colors in rapid succession.,900
2018,TN,Tennessee,At 21:44 in the W sky a huge bright orange spherical object traveling from north to south  visible to me for about ten seconds,10
2018,OR,Oregon,"Green object traveling west to east over Pilot Rock, Oregon",60
2018,FL,Florida,Spheres off of wing.,10
2018,NY,New York,3 orange/red balls of light moving across the sky,300
2018,FL,Florida,"On 12AP18, I witnessed a glowing white lighted sphere about 40 ft in width a distance of about 2 miles away.",420
2018,CA,California,4/12/18 a cluster of yellow balls turned into single balls and lasting around 20 minutes.,1200
2018,CO,Colorado,A small white sphere that could descend to ground level in seconds where at which time it would begin to glow red and not white.,300
2018,OH,Ohio,Ball of light follows train track. Witness farid (he/she) would be late for work.  ((MUFON report)),15
2018,CA,California,"On march 26, 2018, @ approximately  0:01 PMT, a single object crosses sky in San Jose, CA, USA, then explodes.",95
2018,CT,Connecticut,Green sphere.  ((anonymous report)),10
2018,TN,Tennessee,At 21:00 I was sitting in my tractor trailer in a dock door getting loaded and enjoying the clear night sky with the moon almost straig,60
2018,WA,Washington,"Two or three small, metallic spheres in the sky, seen from Nooksack, WA.",60
2018,TX,Texas,High-speed metallic sphere shooting across Central Texas skies.,120
2018,NJ,New Jersey,"We were walking in Branch Brook Park and we saw an sphere like object. It was not moving at first, it was just hoovering. However,in a",300
2018,CA,California,"Shiny, reflective, chrome-like sphere sighted in the flight-path over LAX.",60
2018,TX,Texas,Orange sphere travels from E to W/,45
2018,MD,Maryland,I was driving and noticed a very bright light in the sky. It was bright enough to make me squint. I thought it was odd because it wasn',5
2018,MA,Massachusetts,"2 objects, orange glow, sphere-shape, no lights on either object. one made u-turn , increased speed ,vanished in sky",60
2018,WA,Washington,White solid sphere hovering above the trees in WA state,60
2018,TX,Texas,"I observed and filmed a brilliant bright blue sphere moving in the night sky as I stood outside my house in Ft. Worth, TX.",4560
2018,CA,California,Rolling sphere across sky.,120
2018,TN,Tennessee,Explanation of orange objects in sky in southeast TN.  ((NUFORC Note:  Witness reports launch of Sky lanterns.  PD)),600
2018,AZ,Arizona,15+ UFO's in formation.   ((anonymous report)),600
2018,FL,Florida,Strange rotating lights by Jacksonville airport,600
2018,ND,North Dakota,"Large green sphere appeared, hovered then banked downward and disappeared.  ((anonymous report))",5
2018,AZ,Arizona,"10+ red lights moving formation Mesa, AZ.",180
2018,FL,Florida,"Saw two Spheres of many orange tinted lights, with no sound, following each other, slower than a plane.",480
2018,CA,California,Strange Helicopter & 5-6 UFOs.,240
2018,NV,Nevada,"I have seen satilites and shooting stars before, yet never seen anything like this before and am typicly a skeptic.",300
2018,SC,South Carolina,Spherical light seen over Santee from the Summerton side of Lake Marion by the I-95 bridge.  ((NUFORC Note:  Aviation specialist.  PD)),600
2018,MN,Minnesota,"White sphere moving from west to east , and disappeared!  It was recorded!",120
2018,OR,Oregon,"On Davidson St. in Albany, OR, saw 6 lights at first.  5 in a triangle formation, and the 6th one joined in. ((anonymous report))",30
2018,MN,Minnesota,"Yellowish sphere traveling from west to east , no other lights just the yellow color...moving slow!",240
2018,CA,California,((HOAX??))  Sphere ufo with white light beam abduction attempt.,300
2018,CA,California,"Large, orangish sphere over Eureka, CA. Here one minute, gone the next.",60
2018,OH,Ohio,"Bright orange lights over Bethel, Ohio.",60
2018,TX,Texas,"Bright glowing sphere over Shamrock, TX.",240
2018,FL,Florida,1 helicopter was seen chasing behind.,15
2018,FL,Florida,"In early 2018, a story was listed on Cincinnati.com that a Colerain Township man had seen strange lights in the sky. He described seein",345600
2018,CO,Colorado,"All the sudden, I see 3 spheres of of light hovering very close to what seems to be the town of Milliken Co..  ((anonymous report))",300
2022,IL,Illinois,UFO caught near military jets.,60
2022,ME,Maine,A bright gold light (looked like a star but much brighter) moved across the sky unnaturally and then went out,10
2022,NV,Nevada,Star like craft slowly moved across sky,5400
2022,TX,Texas,"3 Flickering objects that appeared to be stars, flickering orange/blue, dimmer/brighter, moving erratically",216000
2022,AR,Arkansas,white star shaped dot moving back and forth,1800
2022,MS,Mississippi,A separated line of star like images crossing like satellites one after the other with one turning north,300
2022,AZ,Arizona,Slowly moving low and large star shape craft was observed and watched till it passed overhead.followed by another,900
